datetime,subba,parent,value,temperature_2m
2024-03-23 07:00:00+00:00,ZONA,NYIS,1657,6.7584996
2024-03-23 07:00:00+00:00,ZONB,NYIS,969,6.7584996
2024-03-23 07:00:00+00:00,ZONK,NYIS,1713,6.7584996
2024-03-23 07:00:00+00:00,ZONJ,NYIS,4402,6.7584996
2024-03-23 07:00:00+00:00,ZONI,NYIS,503,6.7584996
2024-03-23 07:00:00+00:00,ZONG,NYIS,927,6.7584996
2024-03-23 07:00:00+00:00,ZONH,NYIS,266,6.7584996
2024-03-23 08:00:00+00:00,ZOND,NYIS,728,5.9585
2024-03-23 08:00:00+00:00,ZONF,NYIS,1133,5.9585
2024-03-23 08:00:00+00:00,ZONE,NYIS,796,5.9585
2024-03-23 08:00:00+00:00,ZONC,NYIS,1635,5.9585
2024-03-23 08:00:00+00:00,ZONB,NYIS,967,5.9585
2024-03-23 08:00:00+00:00,ZONA,NYIS,1640,5.9585
2024-03-23 08:00:00+00:00,ZONI,NYIS,494,5.9585
2024-03-23 08:00:00+00:00,ZONK,NYIS,1678,5.9585
2024-03-23 08:00:00+00:00,ZONJ,NYIS,4305,5.9585
2024-03-23 08:00:00+00:00,ZONH,NYIS,266,5.9585
2024-03-23 08:00:00+00:00,ZONG,NYIS,922,5.9585
2024-03-23 09:00:00+00:00,ZOND,NYIS,728,5.7584996
2024-03-23 09:00:00+00:00,ZONF,NYIS,1136,5.7584996
2024-03-23 09:00:00+00:00,ZONE,NYIS,808,5.7584996
2024-03-23 09:00:00+00:00,ZONC,NYIS,1665,5.7584996
2024-03-23 09:00:00+00:00,ZONB,NYIS,974,5.7584996
2024-03-23 09:00:00+00:00,ZONA,NYIS,1645,5.7584996
2024-03-23 09:00:00+00:00,ZONI,NYIS,485,5.7584996
2024-03-23 09:00:00+00:00,ZONJ,NYIS,4294,5.7584996
2024-03-23 09:00:00+00:00,ZONK,NYIS,1680,5.7584996
2024-03-23 09:00:00+00:00,ZONG,NYIS,931,5.7584996
2024-03-23 09:00:00+00:00,ZONH,NYIS,273,5.7584996
2024-03-23 10:00:00+00:00,ZONC,NYIS,1688,6.0585
2024-03-23 10:00:00+00:00,ZOND,NYIS,733,6.0585
2024-03-23 10:00:00+00:00,ZONE,NYIS,834,6.0585
2024-03-23 10:00:00+00:00,ZONK,NYIS,1713,6.0585
2024-03-23 10:00:00+00:00,ZONB,NYIS,1000,6.0585
2024-03-23 10:00:00+00:00,ZONA,NYIS,1660,6.0585
2024-03-23 10:00:00+00:00,ZONF,NYIS,1157,6.0585
2024-03-23 10:00:00+00:00,ZONJ,NYIS,4358,6.0585
2024-03-23 10:00:00+00:00,ZONI,NYIS,494,6.0585
2024-03-23 10:00:00+00:00,ZONH,NYIS,285,6.0585
2024-03-23 10:00:00+00:00,ZONG,NYIS,945,6.0585
2024-03-23 11:00:00+00:00,ZOND,NYIS,719,6.0084996
2024-03-23 11:00:00+00:00,ZONE,NYIS,871,6.0084996
2024-03-23 11:00:00+00:00,ZONC,NYIS,1743,6.0084996
2024-03-23 11:00:00+00:00,ZONB,NYIS,1037,6.0084996
2024-03-23 11:00:00+00:00,ZONA,NYIS,1697,6.0084996
2024-03-23 11:00:00+00:00,ZONF,NYIS,1192,6.0084996
2024-03-23 11:00:00+00:00,ZONI,NYIS,517,6.0084996
2024-03-23 11:00:00+00:00,ZONJ,NYIS,4510,6.0084996
2024-03-23 11:00:00+00:00,ZONK,NYIS,1790,6.0084996
2024-03-23 11:00:00+00:00,ZONG,NYIS,987,6.0084996
2024-03-23 11:00:00+00:00,ZONH,NYIS,296,6.0084996
2024-03-23 12:00:00+00:00,ZONH,NYIS,315,5.8085
2024-03-23 12:00:00+00:00,ZONG,NYIS,1039,5.8085
2024-03-23 12:00:00+00:00,ZONF,NYIS,1247,5.8085
2024-03-23 12:00:00+00:00,ZONI,NYIS,545,5.8085
2024-03-23 12:00:00+00:00,ZONK,NYIS,1882,5.8085
2024-03-23 12:00:00+00:00,ZONJ,NYIS,4720,5.8085
2024-03-23 12:00:00+00:00,ZONA,NYIS,1761,5.8085
2024-03-23 12:00:00+00:00,ZONB,NYIS,1074,5.8085
2024-03-23 12:00:00+00:00,ZONC,NYIS,1807,5.8085
2024-03-23 12:00:00+00:00,ZONE,NYIS,900,5.8085
2024-03-23 12:00:00+00:00,ZOND,NYIS,729,5.8085
2024-03-23 13:00:00+00:00,ZONC,NYIS,1872,6.6584997
2024-03-23 13:00:00+00:00,ZOND,NYIS,737,6.6584997
2024-03-23 13:00:00+00:00,ZONE,NYIS,937,6.6584997
2024-03-23 13:00:00+00:00,ZONB,NYIS,1118,6.6584997
2024-03-23 13:00:00+00:00,ZONA,NYIS,1810,6.6584997
2024-03-23 13:00:00+00:00,ZONF,NYIS,1316,6.6584997
2024-03-23 13:00:00+00:00,ZONI,NYIS,571,6.6584997
2024-03-23 13:00:00+00:00,ZONJ,NYIS,4947,6.6584997
2024-03-23 13:00:00+00:00,ZONK,NYIS,1996,6.6584997
2024-03-23 13:00:00+00:00,ZONG,NYIS,1091,6.6584997
2024-03-23 13:00:00+00:00,ZONH,NYIS,333,6.6584997
2024-03-23 14:00:00+00:00,ZOND,NYIS,743,8.0585
2024-03-23 14:00:00+00:00,ZONC,NYIS,1941,8.0585
2024-03-23 14:00:00+00:00,ZONE,NYIS,971,8.0585
2024-03-23 14:00:00+00:00,ZONB,NYIS,1160,8.0585
2024-03-23 14:00:00+00:00,ZONA,NYIS,1838,8.0585
2024-03-23 14:00:00+00:00,ZONF,NYIS,1379,8.0585
2024-03-23 14:00:00+00:00,ZONG,NYIS,1136,8.0585
2024-03-23 14:00:00+00:00,ZONK,NYIS,2101,8.0585
2024-03-23 14:00:00+00:00,ZONJ,NYIS,5190,8.0585
2024-03-23 14:00:00+00:00,ZONI,NYIS,597,8.0585
2024-03-23 14:00:00+00:00,ZONH,NYIS,346,8.0585
2024-03-23 15:00:00+00:00,ZONA,NYIS,1855,7.0585
2024-03-23 15:00:00+00:00,ZONK,NYIS,2167,7.0585
2024-03-23 15:00:00+00:00,ZONF,NYIS,1415,7.0585
2024-03-23 15:00:00+00:00,ZONE,NYIS,984,7.0585
2024-03-23 15:00:00+00:00,ZOND,NYIS,744,7.0585
2024-03-23 15:00:00+00:00,ZONC,NYIS,1968,7.0585
2024-03-23 15:00:00+00:00,ZONB,NYIS,1177,7.0585
2024-03-23 15:00:00+00:00,ZONJ,NYIS,5356,7.0585
2024-03-23 15:00:00+00:00,ZONI,NYIS,617,7.0585
2024-03-23 15:00:00+00:00,ZONG,NYIS,1169,7.0585
2024-03-23 15:00:00+00:00,ZONH,NYIS,352,7.0585
2024-03-23 16:00:00+00:00,ZOND,NYIS,742,6.5585
2024-03-23 16:00:00+00:00,ZONF,NYIS,1430,6.5585
2024-03-23 16:00:00+00:00,ZONE,NYIS,973,6.5585
2024-03-23 16:00:00+00:00,ZONC,NYIS,1962,6.5585
2024-03-23 16:00:00+00:00,ZONB,NYIS,1178,6.5585
2024-03-23 16:00:00+00:00,ZONA,NYIS,1865,6.5585
2024-03-23 16:00:00+00:00,ZONK,NYIS,2208,6.5585
2024-03-23 16:00:00+00:00,ZONJ,NYIS,5449,6.5585
2024-03-23 16:00:00+00:00,ZONI,NYIS,637,6.5585
2024-03-23 16:00:00+00:00,ZONH,NYIS,355,6.5585
2024-03-23 16:00:00+00:00,ZONG,NYIS,1180,6.5585
2024-03-23 17:00:00+00:00,ZOND,NYIS,739,5.7584996
2024-03-23 17:00:00+00:00,ZONF,NYIS,1445,5.7584996
2024-03-23 17:00:00+00:00,ZONE,NYIS,956,5.7584996
2024-03-23 17:00:00+00:00,ZONC,NYIS,1945,5.7584996
2024-03-23 17:00:00+00:00,ZONB,NYIS,1165,5.7584996
2024-03-23 17:00:00+00:00,ZONA,NYIS,1832,5.7584996
2024-03-23 17:00:00+00:00,ZONK,NYIS,2206,5.7584996
2024-03-23 17:00:00+00:00,ZONJ,NYIS,5485,5.7584996
2024-03-23 17:00:00+00:00,ZONI,NYIS,642,5.7584996
2024-03-23 17:00:00+00:00,ZONG,NYIS,1186,5.7584996
2024-03-23 17:00:00+00:00,ZONH,NYIS,344,5.7584996
2024-03-23 18:00:00+00:00,ZOND,NYIS,734,4.8585
2024-03-23 18:00:00+00:00,ZONF,NYIS,1440,4.8585
2024-03-23 18:00:00+00:00,ZONE,NYIS,951,4.8585
2024-03-23 18:00:00+00:00,ZONC,NYIS,1929,4.8585
2024-03-23 18:00:00+00:00,ZONB,NYIS,1140,4.8585
2024-03-23 18:00:00+00:00,ZONA,NYIS,1804,4.8585
2024-03-23 18:00:00+00:00,ZONK,NYIS,2204,4.8585
2024-03-23 18:00:00+00:00,ZONJ,NYIS,5481,4.8585
2024-03-23 18:00:00+00:00,ZONI,NYIS,644,4.8585
2024-03-23 18:00:00+00:00,ZONG,NYIS,1191,4.8585
2024-03-23 18:00:00+00:00,ZONH,NYIS,335,4.8585
2024-03-23 19:00:00+00:00,ZOND,NYIS,727,3.8085
2024-03-23 19:00:00+00:00,ZONF,NYIS,1421,3.8085
2024-03-23 19:00:00+00:00,ZONE,NYIS,945,3.8085
2024-03-23 19:00:00+00:00,ZONC,NYIS,1898,3.8085
2024-03-23 19:00:00+00:00,ZONB,NYIS,1102,3.8085
2024-03-23 19:00:00+00:00,ZONA,NYIS,1734,3.8085
2024-03-23 19:00:00+00:00,ZONK,NYIS,2214,3.8085
2024-03-23 19:00:00+00:00,ZONJ,NYIS,5489,3.8085
2024-03-23 19:00:00+00:00,ZONI,NYIS,646,3.8085
2024-03-23 19:00:00+00:00,ZONG,NYIS,1201,3.8085
2024-03-23 19:00:00+00:00,ZONH,NYIS,333,3.8085
2024-03-23 20:00:00+00:00,ZOND,NYIS,729,3.7085001
2024-03-23 20:00:00+00:00,ZONE,NYIS,940,3.7085001
2024-03-23 20:00:00+00:00,ZONF,NYIS,1384,3.7085001
2024-03-23 20:00:00+00:00,ZONC,NYIS,1880,3.7085001
2024-03-23 20:00:00+00:00,ZONB,NYIS,1074,3.7085001
2024-03-23 20:00:00+00:00,ZONA,NYIS,1677,3.7085001
2024-03-23 20:00:00+00:00,ZONK,NYIS,2231,3.7085001
2024-03-23 20:00:00+00:00,ZONJ,NYIS,5473,3.7085001
2024-03-23 20:00:00+00:00,ZONI,NYIS,646,3.7085001
2024-03-23 20:00:00+00:00,ZONG,NYIS,1198,3.7085001
2024-03-23 20:00:00+00:00,ZONH,NYIS,345,3.7085001
2024-03-23 21:00:00+00:00,ZOND,NYIS,727,3.3585
2024-03-23 21:00:00+00:00,ZONE,NYIS,944,3.3585
2024-03-23 21:00:00+00:00,ZONF,NYIS,1409,3.3585
2024-03-23 21:00:00+00:00,ZONC,NYIS,1893,3.3585
2024-03-23 21:00:00+00:00,ZONB,NYIS,1030,3.3585
2024-03-23 21:00:00+00:00,ZONA,NYIS,1659,3.3585
2024-03-23 21:00:00+00:00,ZONK,NYIS,2230,3.3585
2024-03-23 21:00:00+00:00,ZONJ,NYIS,5484,3.3585
2024-03-23 21:00:00+00:00,ZONI,NYIS,641,3.3585
2024-03-23 21:00:00+00:00,ZONG,NYIS,1182,3.3585
2024-03-23 21:00:00+00:00,ZONH,NYIS,351,3.3585
2024-03-23 22:00:00+00:00,ZOND,NYIS,734,2.9585001
2024-03-23 22:00:00+00:00,ZONC,NYIS,1904,2.9585001
2024-03-23 22:00:00+00:00,ZONE,NYIS,937,2.9585001
2024-03-23 22:00:00+00:00,ZONB,NYIS,1005,2.9585001
2024-03-23 22:00:00+00:00,ZONA,NYIS,1697,2.9585001
2024-03-23 22:00:00+00:00,ZONF,NYIS,1441,2.9585001
2024-03-23 22:00:00+00:00,ZONK,NYIS,2243,2.9585001
2024-03-23 22:00:00+00:00,ZONJ,NYIS,5478,2.9585001
2024-03-23 22:00:00+00:00,ZONI,NYIS,646,2.9585001
2024-03-23 22:00:00+00:00,ZONG,NYIS,1174,2.9585001
2024-03-23 22:00:00+00:00,ZONH,NYIS,351,2.9585001
2024-03-23 23:00:00+00:00,ZOND,NYIS,734,2.6085
2024-03-23 23:00:00+00:00,ZONE,NYIS,956,2.6085
2024-03-23 23:00:00+00:00,ZONF,NYIS,1424,2.6085
2024-03-23 23:00:00+00:00,ZONC,NYIS,1905,2.6085
2024-03-23 23:00:00+00:00,ZONA,NYIS,1746,2.6085
2024-03-23 23:00:00+00:00,ZONB,NYIS,1067,2.6085
2024-03-23 23:00:00+00:00,ZONI,NYIS,644,2.6085
2024-03-23 23:00:00+00:00,ZONK,NYIS,2243,2.6085
2024-03-23 23:00:00+00:00,ZONJ,NYIS,5465,2.6085
2024-03-23 23:00:00+00:00,ZONG,NYIS,1182,2.6085
2024-03-23 23:00:00+00:00,ZONH,NYIS,345,2.6085
2024-03-24 00:00:00+00:00,ZONH,NYIS,356,2.3585
2024-03-24 00:00:00+00:00,ZONK,NYIS,2280,2.3585
2024-03-24 00:00:00+00:00,ZONF,NYIS,1423,2.3585
2024-03-24 00:00:00+00:00,ZONG,NYIS,1207,2.3585
2024-03-24 00:00:00+00:00,ZONJ,NYIS,5475,2.3585
2024-03-24 00:00:00+00:00,ZONI,NYIS,650,2.3585
2024-03-24 00:00:00+00:00,ZONC,NYIS,1958,2.3585
2024-03-24 00:00:00+00:00,ZONA,NYIS,1803,2.3585
2024-03-24 00:00:00+00:00,ZONB,NYIS,1139,2.3585
2024-03-24 00:00:00+00:00,ZOND,NYIS,736,2.3585
2024-03-24 00:00:00+00:00,ZONE,NYIS,988,2.3585
2024-03-24 01:00:00+00:00,ZOND,NYIS,734,2.3585
2024-03-24 01:00:00+00:00,ZONE,NYIS,978,2.3585
2024-03-24 01:00:00+00:00,ZONF,NYIS,1390,2.3585
2024-03-24 01:00:00+00:00,ZONC,NYIS,1950,2.3585
2024-03-24 01:00:00+00:00,ZONA,NYIS,1841,2.3585
2024-03-24 01:00:00+00:00,ZONB,NYIS,1156,2.3585
2024-03-24 01:00:00+00:00,ZONK,NYIS,2270,2.3585
2024-03-24 01:00:00+00:00,ZONJ,NYIS,5433,2.3585
2024-03-24 01:00:00+00:00,ZONI,NYIS,646,2.3585
2024-03-24 01:00:00+00:00,ZONG,NYIS,1195,2.3585
2024-03-24 01:00:00+00:00,ZONH,NYIS,357,2.3585
2024-03-24 02:00:00+00:00,ZONC,NYIS,1885,2.2085001
2024-03-24 02:00:00+00:00,ZOND,NYIS,727,2.2085001
2024-03-24 02:00:00+00:00,ZONE,NYIS,937,2.2085001
2024-03-24 02:00:00+00:00,ZONF,NYIS,1337,2.2085001
2024-03-24 02:00:00+00:00,ZONB,NYIS,1127,2.2085001
2024-03-24 02:00:00+00:00,ZONA,NYIS,1825,2.2085001
2024-03-24 02:00:00+00:00,ZONI,NYIS,628,2.2085001
2024-03-24 02:00:00+00:00,ZONJ,NYIS,5330,2.2085001
2024-03-24 02:00:00+00:00,ZONK,NYIS,2206,2.2085001
2024-03-24 02:00:00+00:00,ZONG,NYIS,1156,2.2085001
2024-03-24 02:00:00+00:00,ZONH,NYIS,353,2.2085001
2024-03-24 03:00:00+00:00,ZOND,NYIS,716,1.9085001
2024-03-24 03:00:00+00:00,ZONE,NYIS,891,1.9085001
2024-03-24 03:00:00+00:00,ZONF,NYIS,1274,1.9085001
2024-03-24 03:00:00+00:00,ZONC,NYIS,1800,1.9085001
2024-03-24 03:00:00+00:00,ZONB,NYIS,1082,1.9085001
2024-03-24 03:00:00+00:00,ZONA,NYIS,1773,1.9085001
2024-03-24 03:00:00+00:00,ZONJ,NYIS,5186,1.9085001
2024-03-24 03:00:00+00:00,ZONK,NYIS,2111,1.9085001
2024-03-24 03:00:00+00:00,ZONI,NYIS,600,1.9085001
2024-03-24 03:00:00+00:00,ZONG,NYIS,1114,1.9085001
2024-03-24 03:00:00+00:00,ZONH,NYIS,337,1.9085001
2024-03-24 04:00:00+00:00,ZOND,NYIS,731,1.8585
2024-03-24 04:00:00+00:00,ZONE,NYIS,861,1.8585
2024-03-24 04:00:00+00:00,ZONF,NYIS,1215,1.8585
2024-03-24 04:00:00+00:00,ZONA,NYIS,1696,1.8585
2024-03-24 04:00:00+00:00,ZONC,NYIS,1751,1.8585
2024-03-24 04:00:00+00:00,ZONB,NYIS,1026,1.8585
2024-03-24 04:00:00+00:00,ZONG,NYIS,1063,1.8585
2024-03-24 04:00:00+00:00,ZONK,NYIS,2005,1.8585
2024-03-24 04:00:00+00:00,ZONJ,NYIS,4991,1.8585
2024-03-24 04:00:00+00:00,ZONI,NYIS,568,1.8585
2024-03-24 04:00:00+00:00,ZONH,NYIS,313,1.8585
2024-03-24 05:00:00+00:00,ZOND,NYIS,730,1.7085
2024-03-24 05:00:00+00:00,ZONB,NYIS,986,1.7085
2024-03-24 05:00:00+00:00,ZONF,NYIS,1183,1.7085
2024-03-24 05:00:00+00:00,ZONE,NYIS,852,1.7085
2024-03-24 05:00:00+00:00,ZONC,NYIS,1698,1.7085
2024-03-24 05:00:00+00:00,ZONA,NYIS,1643,1.7085
2024-03-24 05:00:00+00:00,ZONK,NYIS,1909,1.7085
2024-03-24 05:00:00+00:00,ZONJ,NYIS,4791,1.7085
2024-03-24 05:00:00+00:00,ZONI,NYIS,546,1.7085
2024-03-24 05:00:00+00:00,ZONG,NYIS,1022,1.7085
2024-03-24 05:00:00+00:00,ZONH,NYIS,311,1.7085
2024-03-24 06:00:00+00:00,ZONC,NYIS,1676,2.1585
2024-03-24 06:00:00+00:00,ZOND,NYIS,731,2.1585
2024-03-24 06:00:00+00:00,ZONE,NYIS,831,2.1585
2024-03-24 06:00:00+00:00,ZONB,NYIS,960,2.1585
2024-03-24 06:00:00+00:00,ZONA,NYIS,1629,2.1585
2024-03-24 06:00:00+00:00,ZONF,NYIS,1164,2.1585
2024-03-24 06:00:00+00:00,ZONH,NYIS,298,2.1585
2024-03-24 06:00:00+00:00,ZONK,NYIS,1837,2.1585
2024-03-24 06:00:00+00:00,ZONJ,NYIS,4621,2.1585
2024-03-24 06:00:00+00:00,ZONI,NYIS,526,2.1585
2024-03-24 06:00:00+00:00,ZONG,NYIS,993,2.1585
2024-03-24 07:00:00+00:00,ZOND,NYIS,737,3.8085
2024-03-24 07:00:00+00:00,ZONC,NYIS,1673,3.8085
2024-03-24 07:00:00+00:00,ZONE,NYIS,818,3.8085
2024-03-24 07:00:00+00:00,ZONF,NYIS,1154,3.8085
2024-03-24 07:00:00+00:00,ZONB,NYIS,947,3.8085
2024-03-24 07:00:00+00:00,ZONA,NYIS,1614,3.8085
2024-03-24 07:00:00+00:00,ZONI,NYIS,507,3.8085
2024-03-24 07:00:00+00:00,ZONJ,NYIS,4508,3.8085
2024-03-24 07:00:00+00:00,ZONK,NYIS,1793,3.8085
2024-03-24 07:00:00+00:00,ZONG,NYIS,977,3.8085
2024-03-24 07:00:00+00:00,ZONH,NYIS,298,3.8085
2024-03-24 08:00:00+00:00,ZONC,NYIS,1671,5.2085
2024-03-24 08:00:00+00:00,ZOND,NYIS,742,5.2085
2024-03-24 08:00:00+00:00,ZONE,NYIS,829,5.2085
2024-03-24 08:00:00+00:00,ZONF,NYIS,1156,5.2085
2024-03-24 08:00:00+00:00,ZONA,NYIS,1613,5.2085
2024-03-24 08:00:00+00:00,ZONB,NYIS,947,5.2085
2024-03-24 08:00:00+00:00,ZONI,NYIS,515,5.2085
2024-03-24 08:00:00+00:00,ZONK,NYIS,1777,5.2085
2024-03-24 08:00:00+00:00,ZONJ,NYIS,4417,5.2085
2024-03-24 08:00:00+00:00,ZONG,NYIS,967,5.2085
2024-03-24 08:00:00+00:00,ZONH,NYIS,302,5.2085
2024-03-24 09:00:00+00:00,ZOND,NYIS,745,6.2085
2024-03-24 09:00:00+00:00,ZONF,NYIS,1168,6.2085
2024-03-24 09:00:00+00:00,ZONE,NYIS,844,6.2085
2024-03-24 09:00:00+00:00,ZONC,NYIS,1687,6.2085
2024-03-24 09:00:00+00:00,ZONB,NYIS,957,6.2085
2024-03-24 09:00:00+00:00,ZONA,NYIS,1614,6.2085
2024-03-24 09:00:00+00:00,ZONK,NYIS,1793,6.2085
2024-03-24 09:00:00+00:00,ZONJ,NYIS,4397,6.2085
2024-03-24 09:00:00+00:00,ZONI,NYIS,519,6.2085
2024-03-24 09:00:00+00:00,ZONG,NYIS,972,6.2085
2024-03-24 09:00:00+00:00,ZONH,NYIS,306,6.2085
2024-03-24 10:00:00+00:00,ZOND,NYIS,752,6.2584996
2024-03-24 10:00:00+00:00,ZONE,NYIS,866,6.2584996
2024-03-24 10:00:00+00:00,ZONF,NYIS,1194,6.2584996
2024-03-24 10:00:00+00:00,ZONC,NYIS,1723,6.2584996
2024-03-24 10:00:00+00:00,ZONA,NYIS,1633,6.2584996
2024-03-24 10:00:00+00:00,ZONB,NYIS,978,6.2584996
2024-03-24 10:00:00+00:00,ZONK,NYIS,1839,6.2584996
2024-03-24 10:00:00+00:00,ZONJ,NYIS,4458,6.2584996
2024-03-24 10:00:00+00:00,ZONI,NYIS,529,6.2584996
2024-03-24 10:00:00+00:00,ZONG,NYIS,997,6.2584996
2024-03-24 10:00:00+00:00,ZONH,NYIS,313,6.2584996
2024-03-24 11:00:00+00:00,ZOND,NYIS,759,5.4084997
2024-03-24 11:00:00+00:00,ZONE,NYIS,891,5.4084997
2024-03-24 11:00:00+00:00,ZONC,NYIS,1768,5.4084997
2024-03-24 11:00:00+00:00,ZONB,NYIS,1009,5.4084997
2024-03-24 11:00:00+00:00,ZONF,NYIS,1228,5.4084997
2024-03-24 11:00:00+00:00,ZONA,NYIS,1673,5.4084997
2024-03-24 11:00:00+00:00,ZONG,NYIS,1034,5.4084997
2024-03-24 11:00:00+00:00,ZONK,NYIS,1916,5.4084997
2024-03-24 11:00:00+00:00,ZONJ,NYIS,4574,5.4084997
2024-03-24 11:00:00+00:00,ZONI,NYIS,538,5.4084997
2024-03-24 11:00:00+00:00,ZONH,NYIS,330,5.4084997
2024-03-24 12:00:00+00:00,ZONK,NYIS,1969,5.7085
2024-03-24 12:00:00+00:00,ZONF,NYIS,1264,5.7085
2024-03-24 12:00:00+00:00,ZONG,NYIS,1055,5.7085
2024-03-24 12:00:00+00:00,ZONH,NYIS,340,5.7085
2024-03-24 12:00:00+00:00,ZONI,NYIS,553,5.7085
2024-03-24 12:00:00+00:00,ZONJ,NYIS,4712,5.7085
2024-03-24 12:00:00+00:00,ZONC,NYIS,1801,5.7085
2024-03-24 12:00:00+00:00,ZONB,NYIS,1027,5.7085
2024-03-24 12:00:00+00:00,ZONA,NYIS,1707,5.7085
2024-03-24 12:00:00+00:00,ZONE,NYIS,916,5.7085
2024-03-24 12:00:00+00:00,ZOND,NYIS,747,5.7085
2024-03-24 13:00:00+00:00,ZONC,NYIS,1817,4.7584996
2024-03-24 13:00:00+00:00,ZOND,NYIS,759,4.7584996
2024-03-24 13:00:00+00:00,ZONE,NYIS,880,4.7584996
2024-03-24 13:00:00+00:00,ZONB,NYIS,982,4.7584996
2024-03-24 13:00:00+00:00,ZONA,NYIS,1709,4.7584996
2024-03-24 13:00:00+00:00,ZONF,NYIS,1300,4.7584996
2024-03-24 13:00:00+00:00,ZONK,NYIS,1912,4.7584996
2024-03-24 13:00:00+00:00,ZONJ,NYIS,4841,4.7584996
2024-03-24 13:00:00+00:00,ZONI,NYIS,553,4.7584996
2024-03-24 13:00:00+00:00,ZONH,NYIS,333,4.7584996
2024-03-24 13:00:00+00:00,ZONG,NYIS,995,4.7584996
2024-03-24 14:00:00+00:00,ZONC,NYIS,1789,6.4084997
2024-03-24 14:00:00+00:00,ZONK,NYIS,1779,6.4084997
2024-03-24 14:00:00+00:00,ZONF,NYIS,1317,6.4084997
2024-03-24 14:00:00+00:00,ZONE,NYIS,829,6.4084997
2024-03-24 14:00:00+00:00,ZOND,NYIS,749,6.4084997
2024-03-24 14:00:00+00:00,ZONB,NYIS,914,6.4084997
2024-03-24 14:00:00+00:00,ZONA,NYIS,1668,6.4084997
2024-03-24 14:00:00+00:00,ZONI,NYIS,543,6.4084997
2024-03-24 14:00:00+00:00,ZONJ,NYIS,4947,6.4084997
2024-03-24 14:00:00+00:00,ZONG,NYIS,887,6.4084997
2024-03-24 14:00:00+00:00,ZONH,NYIS,327,6.4084997
2024-03-24 15:00:00+00:00,ZOND,NYIS,736,5.9585
2024-03-24 15:00:00+00:00,ZONE,NYIS,797,5.9585
2024-03-24 15:00:00+00:00,ZONF,NYIS,1304,5.9585
2024-03-24 15:00:00+00:00,ZONC,NYIS,1746,5.9585
2024-03-24 15:00:00+00:00,ZONB,NYIS,889,5.9585
2024-03-24 15:00:00+00:00,ZONA,NYIS,1616,5.9585
2024-03-24 15:00:00+00:00,ZONI,NYIS,526,5.9585
2024-03-24 15:00:00+00:00,ZONK,NYIS,1645,5.9585
2024-03-24 15:00:00+00:00,ZONJ,NYIS,5023,5.9585
2024-03-24 15:00:00+00:00,ZONG,NYIS,786,5.9585
2024-03-24 15:00:00+00:00,ZONH,NYIS,321,5.9585
2024-03-24 16:00:00+00:00,ZONC,NYIS,1691,5.9585
2024-03-24 16:00:00+00:00,ZOND,NYIS,725,5.9585
2024-03-24 16:00:00+00:00,ZONE,NYIS,752,5.9585
2024-03-24 16:00:00+00:00,ZONF,NYIS,1266,5.9585
2024-03-24 16:00:00+00:00,ZONA,NYIS,1576,5.9585
2024-03-24 16:00:00+00:00,ZONB,NYIS,865,5.9585
2024-03-24 16:00:00+00:00,ZONK,NYIS,1565,5.9585
2024-03-24 16:00:00+00:00,ZONJ,NYIS,5069,5.9585
2024-03-24 16:00:00+00:00,ZONI,NYIS,513,5.9585
2024-03-24 16:00:00+00:00,ZONG,NYIS,740,5.9585
2024-03-24 16:00:00+00:00,ZONH,NYIS,306,5.9585
2024-03-24 17:00:00+00:00,ZOND,NYIS,715,5.4585
2024-03-24 17:00:00+00:00,ZONE,NYIS,703,5.4585
2024-03-24 17:00:00+00:00,ZONF,NYIS,1204,5.4585
2024-03-24 17:00:00+00:00,ZONC,NYIS,1595,5.4585
2024-03-24 17:00:00+00:00,ZONA,NYIS,1533,5.4585
2024-03-24 17:00:00+00:00,ZONB,NYIS,821,5.4585
2024-03-24 17:00:00+00:00,ZONK,NYIS,1507,5.4585
2024-03-24 17:00:00+00:00,ZONJ,NYIS,5057,5.4585
2024-03-24 17:00:00+00:00,ZONI,NYIS,510,5.4585
2024-03-24 17:00:00+00:00,ZONG,NYIS,696,5.4585
2024-03-24 17:00:00+00:00,ZONH,NYIS,291,5.4585
2024-03-24 18:00:00+00:00,ZOND,NYIS,699,5.3085
2024-03-24 18:00:00+00:00,ZONK,NYIS,1468,5.3085
2024-03-24 18:00:00+00:00,ZONC,NYIS,1488,5.3085
2024-03-24 18:00:00+00:00,ZONE,NYIS,660,5.3085
2024-03-24 18:00:00+00:00,ZONB,NYIS,782,5.3085
2024-03-24 18:00:00+00:00,ZONA,NYIS,1508,5.3085
2024-03-24 18:00:00+00:00,ZONF,NYIS,1145,5.3085
2024-03-24 18:00:00+00:00,ZONH,NYIS,278,5.3085
2024-03-24 18:00:00+00:00,ZONJ,NYIS,5025,5.3085
2024-03-24 18:00:00+00:00,ZONI,NYIS,507,5.3085
2024-03-24 18:00:00+00:00,ZONG,NYIS,670,5.3085
2024-03-24 19:00:00+00:00,ZONA,NYIS,1512,5.1085
2024-03-24 19:00:00+00:00,ZONK,NYIS,1461,5.1085
2024-03-24 19:00:00+00:00,ZONE,NYIS,630,5.1085
2024-03-24 19:00:00+00:00,ZOND,NYIS,688,5.1085
2024-03-24 19:00:00+00:00,ZONC,NYIS,1416,5.1085
2024-03-24 19:00:00+00:00,ZONB,NYIS,756,5.1085
2024-03-24 19:00:00+00:00,ZONF,NYIS,1100,5.1085
