datetime,subba,parent,value,temperature_2m,hour,day,month,day_of_week,is_weekend
2024-05-19 17:00:00+00:00,ZOND,NYIS,-0.7032166370469249,18.8585,17,19,5,6,1
2024-05-19 18:00:00+00:00,ZONC,NYIS,-0.1297587463933854,17.9085,18,19,5,6,1
2024-05-19 19:00:00+00:00,ZONC,NYIS,-0.1219031588501863,16.258501,19,19,5,6,1
2024-05-19 20:00:00+00:00,ZOND,NYIS,-0.7005981078658586,15.6085005,20,19,5,6,1
2024-05-19 21:00:00+00:00,ZONC,NYIS,-0.0014508165211323,14.4585,21,19,5,6,1
2024-05-19 22:00:00+00:00,ZONE,NYIS,-0.6604473270895073,13.4585,22,19,5,6,1
2024-05-19 23:00:00+00:00,ZOND,NYIS,-0.6709214438137728,12.3085,23,19,5,6,1
2024-05-20 00:00:00+00:00,ZONH,NYIS,-0.9580868106707204,11.408501,0,20,5,0,0
2024-05-20 01:00:00+00:00,ZONC,NYIS,0.3407036631382093,12.158501,1,20,5,0,0
2024-05-20 02:00:00+00:00,ZOND,NYIS,-0.6630658562705737,11.6085005,2,20,5,0,0
2024-05-20 03:00:00+00:00,ZOND,NYIS,-0.6779041882966166,11.2585,3,20,5,0,0
2024-05-20 04:00:00+00:00,ZOND,NYIS,-0.7128179107108351,11.8585005,4,20,5,0,0
2024-05-20 05:00:00+00:00,ZOND,NYIS,-0.7241648704954561,13.5585,5,20,5,0,0
2024-05-20 06:00:00+00:00,ZONC,NYIS,-0.0346188528146399,15.7585,6,20,5,0,0
2024-05-20 07:00:00+00:00,ZOND,NYIS,-0.7267833996765225,17.6085,7,20,5,0,0
2024-05-20 08:00:00+00:00,ZONC,NYIS,-0.0773881627720576,18.8085,8,20,5,0,0
2024-05-20 09:00:00+00:00,ZOND,NYIS,-0.7363846733404326,19.508501,9,20,5,0,0
2024-05-20 10:00:00+00:00,ZOND,NYIS,-0.7189278121333234,19.8585,10,20,5,0,0
2024-05-20 11:00:00+00:00,ZOND,NYIS,-0.701470950926214,16.0585,11,20,5,0,0
2024-05-20 12:00:00+00:00,ZONH,NYIS,-0.9825264163606732,16.0085,12,20,5,0,0
2024-05-20 13:00:00+00:00,ZONF,NYIS,-0.2781420666538142,16.9585,13,20,5,0,0
2024-05-20 14:00:00+00:00,ZOND,NYIS,-0.6857597758398157,17.9585,14,20,5,0,0
2024-05-20 15:00:00+00:00,ZOND,NYIS,-0.701470950926214,18.6585,15,20,5,0,0
2024-05-20 16:00:00+00:00,ZOND,NYIS,-0.7032166370469249,19.1085,16,20,5,0,0
2024-05-20 17:00:00+00:00,ZONC,NYIS,0.1486781898600074,19.2085,17,20,5,0,0
2024-05-20 18:00:00+00:00,ZOND,NYIS,-0.6909968342019485,18.5585,18,20,5,0,0
2024-05-20 19:00:00+00:00,ZOND,NYIS,-0.6997252648055031,16.6085,19,20,5,0,0
2024-05-20 20:00:00+00:00,ZOND,NYIS,-0.7005981078658586,15.3585005,20,20,5,0,0
2024-05-20 21:00:00+00:00,ZOND,NYIS,-0.691869677262304,14.3585005,21,20,5,0,0
2024-05-20 22:00:00+00:00,ZONC,NYIS,0.4471905165015759,13.908501,22,20,5,0,0
2024-05-20 23:00:00+00:00,ZOND,NYIS,-0.6683029146327064,13.7085,23,20,5,0,0
2024-05-21 00:00:00+00:00,ZONH,NYIS,-0.9135718145925916,13.658501,0,21,5,1,0
2024-05-21 01:00:00+00:00,ZONC,NYIS,0.5912096214602274,13.408501,1,21,5,1,0
2024-05-21 02:00:00+00:00,ZOND,NYIS,-0.6779041882966166,13.1085005,2,21,5,1,0
2024-05-21 03:00:00+00:00,ZONC,NYIS,0.4000569912423808,12.9585,3,21,5,1,0
2024-05-21 04:00:00+00:00,ZONC,NYIS,0.2813503350340378,13.5585,4,21,5,1,0
2024-05-21 05:00:00+00:00,ZONC,NYIS,0.1696264233085385,14.908501,5,21,5,1,0
2024-05-21 06:00:00+00:00,ZOND,NYIS,-0.6979795786847922,16.508501,6,21,5,1,0
2024-05-21 07:00:00+00:00,ZOND,NYIS,-0.7058351662279914,18.5585,7,21,5,1,0
2024-05-21 08:00:00+00:00,ZONA,NYIS,0.1661350510671166,20.6085,8,21,5,1,0
2024-05-21 09:00:00+00:00,ZOND,NYIS,-0.7285290857972334,22.508501,9,21,5,1,0
2024-05-21 10:00:00+00:00,ZONC,NYIS,0.1059088799025896,23.9085,10,21,5,1,0
2024-05-21 11:00:00+00:00,ZOND,NYIS,-0.6927425203226594,24.3085,11,21,5,1,0
2024-05-21 12:00:00+00:00,ZONH,NYIS,-0.9598324967914312,24.9085,12,21,5,1,0
2024-05-21 13:00:00+00:00,ZONK,NYIS,0.3904557175784707,25.1085,13,21,5,1,0
2024-05-21 14:00:00+00:00,ZOND,NYIS,-0.6779041882966166,25.258501,14,21,5,1,0
2024-05-21 15:00:00+00:00,ZOND,NYIS,-0.6857597758398157,25.508501,15,21,5,1,0
2024-05-21 16:00:00+00:00,ZONA,NYIS,0.49257835564006,24.758501,16,21,5,1,0
2024-05-21 17:00:00+00:00,ZOND,NYIS,-0.6883783050208822,23.8085,17,21,5,1,0
2024-05-21 18:00:00+00:00,ZOND,NYIS,-0.6892511480812376,23.008501,18,21,5,1,0
2024-05-21 19:00:00+00:00,ZONC,NYIS,0.3599062104660295,22.3585,19,21,5,1,0
2024-05-21 20:00:00+00:00,ZONC,NYIS,0.4445719873205095,22.0585,20,21,5,1,0
2024-05-21 21:00:00+00:00,ZONC,NYIS,0.5126537460282357,21.9085,21,21,5,1,0
2024-05-21 22:00:00+00:00,ZONC,NYIS,0.6008108951241374,21.2085,22,21,5,1,0
2024-05-21 23:00:00+00:00,ZOND,NYIS,-0.6552102687273745,20.3085,23,21,5,1,0
2024-05-22 00:00:00+00:00,ZONH,NYIS,-0.833270253039889,20.258501,0,22,5,2,0
2024-05-22 01:00:00+00:00,ZONC,NYIS,0.6139035410294694,18.008501,1,22,5,2,0
2024-05-22 02:00:00+00:00,ZONC,NYIS,0.541457567019966,18.1085,2,22,5,2,0
2024-05-22 03:00:00+00:00,ZONC,NYIS,0.4035483634838027,17.6085,3,22,5,2,0
2024-05-22 04:00:00+00:00,ZOND,NYIS,-0.6936153633830149,17.4585,4,22,5,2,0
2024-05-22 05:00:00+00:00,ZONC,NYIS,0.1565337774032065,18.2085,5,22,5,2,0
2024-05-22 06:00:00+00:00,ZONC,NYIS,0.0736136866694375,18.9585,6,22,5,2,0
2024-05-22 07:00:00+00:00,ZONC,NYIS,0.0160060446859769,20.6085,7,22,5,2,0
2024-05-22 08:00:00+00:00,ZONC,NYIS,0.0064047710220668,22.3085,8,22,5,2,0
2024-05-22 09:00:00+00:00,ZONC,NYIS,0.0072776140824222,24.1085,9,22,5,2,0
2024-05-22 10:00:00+00:00,ZONC,NYIS,0.0762322158505039,24.8085,10,22,5,2,0
2024-05-22 11:00:00+00:00,ZOND,NYIS,-0.7032166370469249,25.6085,11,22,5,2,0
2024-05-22 12:00:00+00:00,ZONA,NYIS,0.4122767940873573,20.758501,12,22,5,2,0
2024-05-22 13:00:00+00:00,ZONC,NYIS,0.1635165218860502,20.5585,13,22,5,2,0
2024-05-22 14:00:00+00:00,ZONC,NYIS,0.1757363247310267,20.4585,14,22,5,2,0
2024-05-22 15:00:00+00:00,ZONC,NYIS,0.2307254375334209,19.9085,15,22,5,2,0
2024-05-22 16:00:00+00:00,ZONC,NYIS,0.2953158239997252,18.7085,16,22,5,2,0
2024-05-22 17:00:00+00:00,ZONC,NYIS,0.3572876812849631,18.008501,17,22,5,2,0
2024-05-22 18:00:00+00:00,ZONC,NYIS,0.4201323816305565,17.3585,18,22,5,2,0
2024-05-22 19:00:00+00:00,ZONC,NYIS,0.4751214944329507,16.9085,19,22,5,2,0
2024-05-22 20:00:00+00:00,ZONC,NYIS,0.58684540615845,16.508501,20,22,5,2,0
2024-05-22 21:00:00+00:00,ZONC,NYIS,0.6758753983147073,16.258501,21,22,5,2,0
2024-05-22 22:00:00+00:00,ZONC,NYIS,0.6217591285726686,15.9585,22,22,5,2,0
2024-05-22 23:00:00+00:00,ZONE,NYIS,-0.3296398072147866,15.7585,23,22,5,2,0
2024-05-23 00:00:00+00:00,ZONH,NYIS,-0.8035935889878033,15.4585,0,23,5,3,0
2024-05-23 01:00:00+00:00,ZOND,NYIS,-0.6508460534255972,15.7585,1,23,5,3,0
2024-05-23 02:00:00+00:00,ZOND,NYIS,-0.6639386993309291,15.5585,2,23,5,3,0
2024-05-23 03:00:00+00:00,ZOND,NYIS,-0.6936153633830149,15.3085,3,23,5,3,0
2024-05-23 04:00:00+00:00,ZOND,NYIS,-0.6936153633830149,15.3585005,4,23,5,3,0
2024-05-23 05:00:00+00:00,ZOND,NYIS,-0.6936153633830149,15.7085,5,23,5,3,0
2024-05-23 06:00:00+00:00,ZOND,NYIS,-0.701470950926214,16.258501,6,23,5,3,0
2024-05-23 07:00:00+00:00,ZONC,NYIS,0.0517926101605509,16.9085,7,23,5,3,0
2024-05-23 08:00:00+00:00,ZOND,NYIS,-0.7023437939865695,17.9085,8,23,5,3,0
2024-05-23 09:00:00+00:00,ZOND,NYIS,-0.6813955605380384,18.9085,9,23,5,3,0
2024-05-23 10:00:00+00:00,ZOND,NYIS,-0.6875054619605266,19.8585,10,23,5,3,0
2024-05-23 11:00:00+00:00,ZOND,NYIS,-0.6639386993309291,20.8585,11,23,5,3,0
2024-05-23 12:00:00+00:00,ZONH,NYIS,-0.9388842633429,21.5585,12,23,5,3,0
2024-05-23 13:00:00+00:00,ZONI,NYIS,-0.6176780171320896,21.5585,13,23,5,3,0
2024-05-23 14:00:00+00:00,ZOND,NYIS,-0.6822684035983939,21.5585,14,23,5,3,0
2024-05-23 15:00:00+00:00,ZOND,NYIS,-0.6892511480812376,21.7085,15,23,5,3,0
2024-05-23 16:00:00+00:00,ZOND,NYIS,-0.6813955605380384,21.508501,16,23,5,3,0
2024-05-23 17:00:00+00:00,ZONC,NYIS,0.0413184934362853,21.1085,17,23,5,3,0
2024-05-23 18:00:00+00:00,ZONC,NYIS,0.0744865297297929,19.4585,18,23,5,3,0
2024-05-23 19:00:00+00:00,ZOND,NYIS,-0.7040894801072805,17.2085,19,23,5,3,0
2024-05-23 20:00:00+00:00,ZONK,NYIS,0.9499481192663228,16.1585,20,23,5,3,0
2024-05-23 21:00:00+00:00,ZOND,NYIS,-0.7198006551936788,15.4585,21,23,5,3,0
2024-05-23 22:00:00+00:00,ZOND,NYIS,-0.6770313452362611,14.8585005,22,23,5,3,0
2024-05-23 23:00:00+00:00,ZOND,NYIS,-0.6735399729948393,14.3585005,23,23,5,3,0
2024-05-24 00:00:00+00:00,ZONC,NYIS,0.3904557175784707,13.908501,0,24,5,4,0
2024-05-24 01:00:00+00:00,ZONC,NYIS,0.3625247396470959,14.408501,1,24,5,4,0
2024-05-24 02:00:00+00:00,ZOND,NYIS,-0.6569559548480854,14.0085,2,24,5,4,0
2024-05-24 03:00:00+00:00,ZONC,NYIS,0.1766091677913822,13.908501,3,24,5,4,0
2024-05-24 04:00:00+00:00,ZONC,NYIS,0.0692494713676602,14.7085,4,24,5,4,0
2024-05-24 05:00:00+00:00,ZONC,NYIS,-0.008433561003976,16.0085,5,24,5,4,0
2024-05-24 06:00:00+00:00,ZONC,NYIS,-0.0695325752288585,17.758501,6,24,5,4,0
2024-05-24 07:00:00+00:00,ZOND,NYIS,-0.7206734982540343,19.2085,7,24,5,4,0
2024-05-24 08:00:00+00:00,ZONC,NYIS,-0.0843709072549013,20.258501,8,24,5,4,0
2024-05-24 09:00:00+00:00,ZOND,NYIS,-0.7232920274351007,21.0585,9,24,5,4,0
2024-05-24 10:00:00+00:00,ZONC,NYIS,-0.0407287542371282,21.7085,10,24,5,4,0
2024-05-24 11:00:00+00:00,ZOND,NYIS,-0.6857597758398157,22.1085,11,24,5,4,0
2024-05-24 12:00:00+00:00,ZONH,NYIS,-0.9624510259724977,22.6585,12,24,5,4,0
2024-05-24 13:00:00+00:00,ZOND,NYIS,-0.6936153633830149,22.9085,13,24,5,4,0
2024-05-24 14:00:00+00:00,ZOND,NYIS,-0.7101993815297687,22.8585,14,24,5,4,0
2024-05-24 15:00:00+00:00,ZONK,NYIS,0.7884721531005621,23.2085,15,24,5,4,0
2024-05-24 16:00:00+00:00,ZOND,NYIS,-0.7075808523487023,21.758501,16,24,5,4,0
2024-05-24 17:00:00+00:00,ZOND,NYIS,-0.7040894801072805,20.0585,17,24,5,4,0
2024-05-24 18:00:00+00:00,ZONC,NYIS,-0.0119249332453979,19.6585,18,24,5,4,0
2024-05-24 19:00:00+00:00,ZONC,NYIS,0.0002948695995785,17.758501,19,24,5,4,0
2024-05-24 20:00:00+00:00,ZONC,NYIS,0.0194974169273987,16.3085,20,24,5,4,0
2024-05-24 21:00:00+00:00,ZONC,NYIS,0.072740843609082,16.2085,21,24,5,4,0
2024-05-24 22:00:00+00:00,ZOND,NYIS,-0.6560831117877299,15.8085,22,24,5,4,0
2024-05-24 23:00:00+00:00,ZOND,NYIS,-0.6491003673048863,15.7585,23,24,5,4,0
2024-05-25 00:00:00+00:00,ZONI,NYIS,-0.4788959705355708,15.8585005,0,25,5,5,1
2024-05-25 01:00:00+00:00,ZOND,NYIS,-0.6438633089427535,15.2085,1,25,5,5,1
2024-05-25 02:00:00+00:00,ZONC,NYIS,0.2848417072754596,15.1085005,2,25,5,5,1
2024-05-25 03:00:00+00:00,ZONC,NYIS,0.1835919122742259,15.158501,3,25,5,5,1
2024-05-25 04:00:00+00:00,ZONC,NYIS,0.0875791756351249,15.2085,4,25,5,5,1
2024-05-25 05:00:00+00:00,ZONC,NYIS,0.0133875155049105,15.8085,5,25,5,5,1
2024-05-25 06:00:00+00:00,ZOND,NYIS,-0.7241648704954561,17.1085,6,25,5,5,1
2024-05-25 07:00:00+00:00,ZOND,NYIS,-0.727656242736878,18.0585,7,25,5,5,1
2024-05-25 08:00:00+00:00,ZONF,NYIS,-0.3226570627319429,19.1585,8,25,5,5,1
2024-05-25 09:00:00+00:00,ZOND,NYIS,-0.7058351662279914,20.4085,9,25,5,5,1
2024-05-25 10:00:00+00:00,ZOND,NYIS,-0.7032166370469249,21.4585,10,25,5,5,1
2024-05-25 11:00:00+00:00,ZOND,NYIS,-0.7154364398919014,22.3085,11,25,5,5,1
2024-05-25 12:00:00+00:00,ZONH,NYIS,-1.00434749286956,22.758501,12,25,5,5,1
2024-05-25 13:00:00+00:00,ZONC,NYIS,-0.1995861912218225,22.1585,13,25,5,5,1
2024-05-25 14:00:00+00:00,ZOND,NYIS,-0.704962323167636,22.5585,14,25,5,5,1
2024-05-25 15:00:00+00:00,ZOND,NYIS,-0.704962323167636,22.4585,15,25,5,5,1
2024-05-25 16:00:00+00:00,ZOND,NYIS,-0.7040894801072805,22.3585,16,25,5,5,1
2024-05-25 17:00:00+00:00,ZONC,NYIS,-0.0948450239791669,22.3085,17,25,5,5,1
2024-05-25 18:00:00+00:00,ZONC,NYIS,-0.0337460097542844,21.1085,18,25,5,5,1
2024-05-25 19:00:00+00:00,ZONC,NYIS,0.0919433909369022,19.9085,19,25,5,5,1
2024-05-25 20:00:00+00:00,ZONC,NYIS,0.2089043610245343,17.1085,20,25,5,5,1
2024-05-25 21:00:00+00:00,ZOND,NYIS,-0.678777031356972,15.6085005,21,25,5,5,1
2024-05-25 22:00:00+00:00,ZOND,NYIS,-0.654337425667019,15.5585,22,25,5,5,1
2024-05-25 23:00:00+00:00,ZOND,NYIS,-0.6525917395463081,15.158501,23,25,5,5,1
2024-05-26 00:00:00+00:00,ZONC,NYIS,0.2036673026624015,14.7585,0,26,5,6,1
2024-05-26 01:00:00+00:00,ZONC,NYIS,0.2202513208091553,15.0585,1,26,5,6,1
2024-05-26 02:00:00+00:00,ZOND,NYIS,-0.6700486007534173,14.908501,2,26,5,6,1
2024-05-26 03:00:00+00:00,ZONC,NYIS,0.1355855439546754,13.8085,3,26,5,6,1
2024-05-26 04:00:00+00:00,ZONC,NYIS,0.0587753546433946,14.0085,4,26,5,6,1
2024-05-26 05:00:00+00:00,ZOND,NYIS,-0.701470950926214,15.0585,5,26,5,6,1
2024-05-26 06:00:00+00:00,ZOND,NYIS,-0.7067080092883469,16.5585,6,26,5,6,1
2024-05-26 07:00:00+00:00,ZONC,NYIS,-0.068659732168503,17.9085,7,26,5,6,1
2024-05-26 08:00:00+00:00,ZONC,NYIS,-0.0834980641945459,19.6585,8,26,5,6,1
2024-05-26 09:00:00+00:00,ZOND,NYIS,-0.7084536954090578,21.008501,9,26,5,6,1
2024-05-26 10:00:00+00:00,ZOND,NYIS,-0.7093265384694132,21.9085,10,26,5,6,1
2024-05-26 11:00:00+00:00,ZONA,NYIS,-0.0267632652714407,22.8585,11,26,5,6,1
2024-05-26 12:00:00+00:00,ZONH,NYIS,-1.0095845512316928,23.6585,12,26,5,6,1
2024-05-26 13:00:00+00:00,ZONA,NYIS,0.0317172197723752,22.008501,13,26,5,6,1
2024-05-26 14:00:00+00:00,ZOND,NYIS,-0.704962323167636,20.508501,14,26,5,6,1
2024-05-26 15:00:00+00:00,ZONC,NYIS,-0.1000820823412997,21.3585,15,26,5,6,1
2024-05-26 16:00:00+00:00,ZOND,NYIS,-0.7180549690729678,21.4585,16,26,5,6,1
2024-05-26 17:00:00+00:00,ZOND,NYIS,-0.7154364398919014,21.1085,17,26,5,6,1
2024-05-26 18:00:00+00:00,ZOND,NYIS,-0.7171821260126124,20.4585,18,26,5,6,1
2024-05-26 19:00:00+00:00,ZONC,NYIS,-0.1105561990655652,18.8085,19,26,5,6,1
2024-05-26 20:00:00+00:00,ZONC,NYIS,-0.0669140460477921,17.9085,20,26,5,6,1
2024-05-26 21:00:00+00:00,ZOND,NYIS,-0.701470950926214,17.4585,21,26,5,6,1
2024-05-26 22:00:00+00:00,ZOND,NYIS,-0.6779041882966166,17.3085,22,26,5,6,1
2024-05-26 23:00:00+00:00,ZOND,NYIS,-0.6656843854516401,17.1085,23,26,5,6,1
2024-05-27 00:00:00+00:00,ZONH,NYIS,-0.8716753476955295,16.7085,0,27,5,0,0
2024-05-27 01:00:00+00:00,ZONC,NYIS,0.2822231780943933,16.3085,1,27,5,0,0
2024-05-27 02:00:00+00:00,ZONC,NYIS,0.2490551418008856,16.0085,2,27,5,0,0
2024-05-27 03:00:00+00:00,ZONC,NYIS,0.1347127008943199,15.908501,3,27,5,0,0
2024-05-27 04:00:00+00:00,ZONC,NYIS,0.0421913364966408,16.3585,4,27,5,0,0
2024-05-27 05:00:00+00:00,ZONC,NYIS,-0.0154163054868197,17.0585,5,27,5,0,0
2024-05-27 06:00:00+00:00,ZONC,NYIS,-0.0503300279010383,17.9585,6,27,5,0,0
2024-05-27 07:00:00+00:00,ZOND,NYIS,-0.7250377135558116,18.8085,7,27,5,0,0
2024-05-27 08:00:00+00:00,ZOND,NYIS,-0.7232920274351007,19.9585,8,27,5,0,0
2024-05-27 09:00:00+00:00,ZOND,NYIS,-0.714563596831546,21.2085,9,27,5,0,0
2024-05-27 10:00:00+00:00,ZOND,NYIS,-0.701470950926214,21.9085,10,27,5,0,0
2024-05-27 11:00:00+00:00,ZOND,NYIS,-0.6909968342019485,22.1585,11,27,5,0,0
2024-05-27 12:00:00+00:00,ZONH,NYIS,-0.989509160843517,21.9085,12,27,5,0,0
2024-05-27 13:00:00+00:00,ZONC,NYIS,-0.0512028709613937,22.1085,13,27,5,0,0
2024-05-27 14:00:00+00:00,ZOND,NYIS,-0.7154364398919014,22.6085,14,27,5,0,0
2024-05-27 15:00:00+00:00,ZONA,NYIS,0.1940660289984914,20.8585,15,27,5,0,0
2024-05-27 16:00:00+00:00,ZOND,NYIS,-0.6805227174776829,19.3085,16,27,5,0,0
2024-05-27 17:00:00+00:00,ZONF,NYIS,0.0046590849013559,19.0585,17,27,5,0,0
2024-05-27 18:00:00+00:00,ZOND,NYIS,-0.691869677262304,18.7085,18,27,5,0,0
2024-05-27 19:00:00+00:00,ZOND,NYIS,-0.6604473270895073,17.2085,19,27,5,0,0
2024-05-27 20:00:00+00:00,ZONC,NYIS,0.1382040731357418,16.8085,20,27,5,0,0
2024-05-27 21:00:00+00:00,ZONC,NYIS,0.1914474998174251,16.2085,21,27,5,0,0
2024-05-27 22:00:00+00:00,ZONC,NYIS,0.2342168097748428,15.7085,22,27,5,0,0
2024-05-27 23:00:00+00:00,ZONC,NYIS,0.2516736709819521,15.3585005,23,27,5,0,0
2024-05-28 00:00:00+00:00,ZONH,NYIS,-0.9153175007133026,15.1085005,0,28,5,1,0
2024-05-28 01:00:00+00:00,ZONC,NYIS,0.3127726852068345,15.6085005,1,28,5,1,0
2024-05-28 02:00:00+00:00,ZOND,NYIS,-0.6979795786847922,15.6085005,2,28,5,1,0
2024-05-28 03:00:00+00:00,ZOND,NYIS,-0.7128179107108351,15.3585005,3,28,5,1,0
2024-05-28 04:00:00+00:00,ZONF,NYIS,-0.1000820823412997,15.5585,4,28,5,1,0
2024-05-28 05:00:00+00:00,ZOND,NYIS,-0.7250377135558116,16.4585,5,28,5,1,0
2024-05-28 06:00:00+00:00,ZONC,NYIS,-0.0520757140217492,16.8085,6,28,5,1,0
2024-05-28 07:00:00+00:00,ZOND,NYIS,-0.7302747719179443,16.4085,7,28,5,1,0
2024-05-28 08:00:00+00:00,ZOND,NYIS,-0.7294019288575889,15.5585,8,28,5,1,0
2024-05-28 09:00:00+00:00,ZOND,NYIS,-0.7285290857972334,15.3085,9,28,5,1,0
2024-05-28 10:00:00+00:00,ZOND,NYIS,-0.7171821260126124,15.8085,10,28,5,1,0
2024-05-28 11:00:00+00:00,ZOND,NYIS,-0.701470950926214,15.5585,11,28,5,1,0
2024-05-28 12:00:00+00:00,ZONH,NYIS,-0.965069555153564,15.6085005,12,28,5,1,0
2024-05-28 13:00:00+00:00,ZONK,NYIS,0.7177718652117696,16.4585,13,28,5,1,0
2024-05-28 14:00:00+00:00,ZOND,NYIS,-0.6883783050208822,16.9585,14,28,5,1,0
2024-05-28 15:00:00+00:00,ZOND,NYIS,-0.701470950926214,17.5585,15,28,5,1,0
2024-05-28 16:00:00+00:00,ZOND,NYIS,-0.6909968342019485,17.9085,16,28,5,1,0
2024-05-28 17:00:00+00:00,ZONC,NYIS,0.0963076062386795,17.6585,17,28,5,1,0
2024-05-28 18:00:00+00:00,ZOND,NYIS,-0.6875054619605266,16.6585,18,28,5,1,0
2024-05-28 19:00:00+00:00,ZOND,NYIS,-0.6909968342019485,15.2585,19,28,5,1,0
2024-05-28 20:00:00+00:00,ZONA,NYIS,0.3389579770174984,13.2085,20,28,5,1,0
2024-05-28 21:00:00+00:00,ZONC,NYIS,0.193193185938136,12.0585,21,28,5,1,0
2024-05-28 22:00:00+00:00,ZOND,NYIS,-0.6525917395463081,11.3085,22,28,5,1,0
2024-05-28 23:00:00+00:00,ZOND,NYIS,-0.6525917395463081,10.7585,23,28,5,1,0
2024-05-29 00:00:00+00:00,ZONH,NYIS,-0.8725481907558849,10.4585,0,29,5,2,0
2024-05-29 01:00:00+00:00,ZOND,NYIS,-0.6482275242445308,10.9585,1,29,5,2,0
2024-05-29 02:00:00+00:00,ZOND,NYIS,-0.6726671299344837,10.7585,2,29,5,2,0
2024-05-29 03:00:00+00:00,ZOND,NYIS,-0.6796498744173275,10.4585,3,29,5,2,0
2024-05-29 04:00:00+00:00,ZOND,NYIS,-0.6831412466587493,11.2585,4,29,5,2,0
2024-05-29 05:00:00+00:00,ZOND,NYIS,-0.6909968342019485,12.6085005,5,29,5,2,0
2024-05-29 06:00:00+00:00,ZONC,NYIS,-0.019780520788597,14.6085005,6,29,5,2,0
2024-05-29 07:00:00+00:00,ZOND,NYIS,-0.6988524217451476,16.758501,7,29,5,2,0
2024-05-29 08:00:00+00:00,ZOND,NYIS,-0.701470950926214,18.3085,8,29,5,2,0
2024-05-29 09:00:00+00:00,ZOND,NYIS,-0.7180549690729678,19.6085,9,29,5,2,0
2024-05-29 10:00:00+00:00,ZOND,NYIS,-0.7075808523487023,20.4085,10,29,5,2,0
2024-05-29 11:00:00+00:00,ZOND,NYIS,-0.6770313452362611,21.008501,11,29,5,2,0
2024-05-29 12:00:00+00:00,ZONA,NYIS,0.2577835724044403,21.8585,12,29,5,2,0
2024-05-29 13:00:00+00:00,ZOND,NYIS,-0.6944882064433704,20.758501,13,29,5,2,0
2024-05-29 14:00:00+00:00,ZOND,NYIS,-0.7084536954090578,19.758501,14,29,5,2,0
2024-05-29 15:00:00+00:00,ZOND,NYIS,-0.7198006551936788,20.3585,15,29,5,2,0
2024-05-29 16:00:00+00:00,ZOND,NYIS,-0.7215463413143897,19.6585,16,29,5,2,0
2024-05-29 17:00:00+00:00,ZOND,NYIS,-0.7171821260126124,19.3585,17,29,5,2,0
2024-05-29 18:00:00+00:00,ZOND,NYIS,-0.7136907537711905,18.508501,18,29,5,2,0
2024-05-29 19:00:00+00:00,ZONC,NYIS,0.0151332016256214,17.3585,19,29,5,2,0
2024-05-29 20:00:00+00:00,ZOND,NYIS,-0.7250377135558116,16.5585,20,29,5,2,0
2024-05-29 21:00:00+00:00,ZOND,NYIS,-0.7250377135558116,16.0085,21,29,5,2,0
2024-05-29 22:00:00+00:00,ZOND,NYIS,-0.7128179107108351,15.8585005,22,29,5,2,0
2024-05-29 23:00:00+00:00,ZONC,NYIS,0.1923203428777805,14.908501,23,29,5,2,0
2024-05-30 00:00:00+00:00,ZONH,NYIS,-0.9013520117476151,14.2585,0,30,5,3,0
2024-05-30 01:00:00+00:00,ZOND,NYIS,-0.6604473270895073,14.0085,1,30,5,3,0
2024-05-30 02:00:00+00:00,ZOND,NYIS,-0.6665572285119955,13.658501,2,30,5,3,0
2024-05-30 03:00:00+00:00,ZONC,NYIS,0.1294756425321871,13.158501,3,30,5,3,0
2024-05-30 04:00:00+00:00,ZONC,NYIS,0.0325900628327307,13.6085005,4,30,5,3,0
2024-05-30 05:00:00+00:00,ZONC,NYIS,-0.0302546375128626,14.8585005,5,30,5,3,0
2024-05-30 06:00:00+00:00,ZOND,NYIS,-0.701470950926214,16.2085,6,30,5,3,0
2024-05-30 07:00:00+00:00,ZOND,NYIS,-0.7023437939865695,17.7085,7,30,5,3,0
2024-05-30 08:00:00+00:00,ZONC,NYIS,-0.0695325752288585,19.008501,8,30,5,3,0
2024-05-30 09:00:00+00:00,ZONC,NYIS,-0.0381102250560618,19.4585,9,30,5,3,0
2024-05-30 10:00:00+00:00,ZONC,NYIS,0.0203702599877542,20.1085,10,30,5,3,0
2024-05-30 11:00:00+00:00,ZOND,NYIS,-0.6866326189001711,20.9585,11,30,5,3,0
2024-05-30 12:00:00+00:00,ZONH,NYIS,-0.9886363177831616,21.0585,12,30,5,3,0
2024-05-30 13:00:00+00:00,ZONC,NYIS,-0.0546942432028156,20.5585,13,30,5,3,0
2024-05-30 14:00:00+00:00,ZONC,NYIS,-0.1315044325140964,19.4585,14,30,5,3,0
2024-05-30 15:00:00+00:00,ZONC,NYIS,-0.1454699214797838,17.7085,15,30,5,3,0
2024-05-30 16:00:00+00:00,ZONF,NYIS,-0.3313854933354975,17.7085,16,30,5,3,0
2024-05-30 17:00:00+00:00,ZONC,NYIS,-0.1725280563508031,17.8085,17,30,5,3,0
2024-05-30 18:00:00+00:00,ZONC,NYIS,-0.1952219759200452,17.3085,18,30,5,3,0
2024-05-30 19:00:00+00:00,ZOND,NYIS,-0.7110722245901242,16.7085,19,30,5,3,0
2024-05-30 20:00:00+00:00,ZONK,NYIS,0.8050561712473159,15.8085,20,30,5,3,0
2024-05-30 21:00:00+00:00,ZOND,NYIS,-0.7110722245901242,15.2085,21,30,5,3,0
2024-05-30 22:00:00+00:00,ZONC,NYIS,-0.0669140460477921,15.0085,22,30,5,3,0
